"","Param","Date","Year","Units","Month","Result"
"429","pH",2015-05-19,2015,"pH","May",7.93
"430","Temperature, water",2015-05-19,2015,"deg C","May",13.12
"431","pH",2015-05-19,2015,"pH","May",8.28
"432","Temperature, water",2015-05-19,2015,"deg C","May",13.86
"433","Dissolved Oxygen",2015-05-19,2015,"mg/L","May",10.94
"434","pH",2003-05-26,2003,"pH","May",7.63
"435","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",10.52
"436","Temperature, water",2003-05-26,2003,"deg C","May",8.77
"437","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",11.3
"438","pH",2003-05-26,2003,"pH","May",7.76
"439","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",10.39
"440","Temperature, water",2003-05-26,2003,"deg C","May",12.52
"441","Temperature, water",2003-05-26,2003,"deg C","May",11.42
"442","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",10.8
"443","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.53
"444","pH",2003-05-26,2003,"pH","May",8.07
"445","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.53
"446","pH",2003-05-26,2003,"pH","May",8.02
"447","Temperature, water",2003-05-26,2003,"deg C","May",11.57
"448","Temperature, water",2003-05-26,2003,"deg C","May",11.7
"449","pH",2003-05-26,2003,"pH","May",8.07
"450","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.55
"451","pH",2003-05-26,2003,"pH","May",8.26
"452","Temperature, water",2003-05-26,2003,"deg C","May",11.94
"453","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",11.1
"454","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.54
"455","pH",2003-05-26,2003,"pH","May",8.11
"456","Temperature, water",2003-05-26,2003,"deg C","May",11.83
"457","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",10.85
"458","pH",2003-05-26,2003,"pH","May",7.97
"459","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",10.39
"460","Temperature, water",2003-05-26,2003,"deg C","May",13.81
"461","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.52
"462","pH",2003-05-26,2003,"pH","May",8.13
"463","Temperature, water",2003-05-26,2003,"deg C","May",11.96
"464","pH",2003-05-26,2003,"pH","May",8.15
"465","Temperature, water",2003-05-26,2003,"deg C","May",12.09
"466","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.48
"467","Temperature, water",2003-05-26,2003,"deg C","May",12.21
"468","pH",2003-05-26,2003,"pH","May",8.17
"469","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.47
"470","Temperature, water",2003-05-26,2003,"deg C","May",12.36
"471","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.47
"472","pH",2003-05-26,2003,"pH","May",8.19
"473","Temperature, water",2003-05-26,2003,"deg C","May",12.5
"474","pH",2003-05-26,2003,"pH","May",8.21
"475","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.44
"476","Temperature, water",2003-05-26,2003,"deg C","May",12.98
"477","pH",2003-05-26,2003,"pH","May",8.84
"478","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",12
"479","Temperature, water",2003-05-26,2003,"deg C","May",12.64
"480","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.39
"481","pH",2003-05-26,2003,"pH","May",8.21
"482","Temperature, water",2003-05-26,2003,"deg C","May",12.75
"483","pH",2003-05-26,2003,"pH","May",8.21
"484","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.37
"485","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",11.3
"486","pH",2003-05-26,2003,"pH","May",8.91
"487","Temperature, water",2003-05-26,2003,"deg C","May",13.52
"488","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",11.1
"489","pH",2003-05-26,2003,"pH","May",8.22
"490","Temperature, water",2003-05-26,2003,"deg C","May",12.85
"491","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.37
"492","pH",2003-05-26,2003,"pH","May",8.23
"493","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.36
"494","Temperature, water",2003-05-26,2003,"deg C","May",12.98
"495","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",11
"496","Temperature, water",2003-05-26,2003,"deg C","May",14.12
"497","pH",2003-05-26,2003,"pH","May",8.86
"498","pH",2003-05-26,2003,"pH","May",8.24
"499","Temperature, water",2003-05-26,2003,"deg C","May",13.16
"500","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.34
"501","pH",2003-05-26,2003,"pH","May",8.25
"502","Temperature, water",2003-05-26,2003,"deg C","May",13.41
"503","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.3
"504","pH",2003-05-26,2003,"pH","May",8.27
"505","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.27
"506","Temperature, water",2003-05-26,2003,"deg C","May",13.61
"507","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.25
"508","pH",2003-05-26,2003,"pH","May",8.27
"509","Temperature, water",2003-05-26,2003,"deg C","May",13.83
"510","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.2
"511","Temperature, water",2003-05-26,2003,"deg C","May",13.99
"512","pH",2003-05-26,2003,"pH","May",8.28
"513","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.16
"514","Temperature, water",2003-05-26,2003,"deg C","May",14.19
"515","pH",2003-05-26,2003,"pH","May",8.28
"516","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.1
"517","Temperature, water",2003-05-26,2003,"deg C","May",14.32
"518","pH",2003-05-26,2003,"pH","May",8.28
"519","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.08
"520","pH",2003-05-26,2003,"pH","May",8.27
"521","Temperature, water",2003-05-26,2003,"deg C","May",14.46
"522","Temperature, water",2003-05-26,2003,"deg C","May",14.62
"523","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",9.02
"524","pH",2003-05-26,2003,"pH","May",8.27
"525","Temperature, water",2003-05-26,2003,"deg C","May",14.72
"526","pH",2003-05-26,2003,"pH","May",8.25
"527","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.98
"528","pH",2003-05-26,2003,"pH","May",8.23
"529","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.95
"530","Temperature, water",2003-05-26,2003,"deg C","May",14.81
"531","pH",2003-05-26,2003,"pH","May",8.21
"532","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.92
"533","Temperature, water",2003-05-26,2003,"deg C","May",14.96
"534","Temperature, water",2003-05-26,2003,"deg C","May",15.07
"535","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.89
"536","pH",2003-05-26,2003,"pH","May",8.19
"537","pH",2003-05-26,2003,"pH","May",8.17
"538","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.86
"539","Temperature, water",2003-05-26,2003,"deg C","May",15.16
"540","Temperature, water",2003-05-26,2003,"deg C","May",15.21
"541","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.82
"542","pH",2003-05-26,2003,"pH","May",8.15
"543","pH",2003-05-26,2003,"pH","May",8.12
"544","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.79
"545","Temperature, water",2003-05-26,2003,"deg C","May",15.22
"546","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.76
"547","pH",2003-05-26,2003,"pH","May",8.07
"548","Temperature, water",2003-05-26,2003,"deg C","May",15.17
"549","pH",2003-05-26,2003,"pH","May",8.03
"550","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.73
"551","Temperature, water",2003-05-26,2003,"deg C","May",15.07
"552","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.73
"553","pH",2003-05-26,2003,"pH","May",7.99
"554","Temperature, water",2003-05-26,2003,"deg C","May",14.97
"555","Temperature, water",2003-05-26,2003,"deg C","May",14.84
"556","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.7
"557","pH",2003-05-26,2003,"pH","May",7.94
"558","Temperature, water",2003-05-26,2003,"deg C","May",14.66
"559","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.73
"560","pH",2003-05-26,2003,"pH","May",7.9
"561","pH",2003-05-26,2003,"pH","May",7.86
"562","Temperature, water",2003-05-26,2003,"deg C","May",14.52
"563","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.74
"564","Temperature, water",2003-05-26,2003,"deg C","May",14.36
"565","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.72
"566","pH",2003-05-26,2003,"pH","May",7.82
"567","Temperature, water",2003-05-26,2003,"deg C","May",14.21
"568","pH",2003-05-26,2003,"pH","May",7.79
"569","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.73
"570","pH",2003-05-26,2003,"pH","May",7.75
"571","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.72
"572","Temperature, water",2003-05-26,2003,"deg C","May",14.04
"573","Temperature, water",2003-05-26,2003,"deg C","May",13.88
"574","pH",2003-05-26,2003,"pH","May",7.7
"575","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.67
"576","pH",2003-05-26,2003,"pH","May",7.66
"577","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.64
"578","Temperature, water",2003-05-26,2003,"deg C","May",13.73
"579","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.62
"580","Temperature, water",2003-05-26,2003,"deg C","May",13.58
"581","pH",2003-05-26,2003,"pH","May",7.62
"582","Temperature, water",2003-05-26,2003,"deg C","May",13.43
"583","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.59
"584","pH",2003-05-26,2003,"pH","May",7.58
"585","Temperature, water",2003-05-26,2003,"deg C","May",13.26
"586","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.61
"587","pH",2003-05-26,2003,"pH","May",7.55
"588","Temperature, water",2003-05-26,2003,"deg C","May",13.11
"589","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.62
"590","pH",2003-05-26,2003,"pH","May",7.53
"591","Temperature, water",2003-05-26,2003,"deg C","May",12.97
"592","pH",2003-05-26,2003,"pH","May",7.52
"593","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.63
"594","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.66
"595","pH",2003-05-26,2003,"pH","May",7.51
"596","Temperature, water",2003-05-26,2003,"deg C","May",12.83
"597","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.68
"598","pH",2003-05-26,2003,"pH","May",7.5
"599","Temperature, water",2003-05-26,2003,"deg C","May",12.7
"600","Temperature, water",2003-05-26,2003,"deg C","May",12.59
"601","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.72
"602","pH",2003-05-26,2003,"pH","May",7.5
"603","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.76
"604","Temperature, water",2003-05-26,2003,"deg C","May",12.47
"605","pH",2003-05-26,2003,"pH","May",7.5
"606","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.78
"607","pH",2003-05-26,2003,"pH","May",7.5
"608","Temperature, water",2003-05-26,2003,"deg C","May",12.36
"609","pH",2003-05-26,2003,"pH","May",7.5
"610","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.8
"611","Temperature, water",2003-05-26,2003,"deg C","May",12.26
"612","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.83
"613","pH",2003-05-26,2003,"pH","May",7.5
"614","Temperature, water",2003-05-26,2003,"deg C","May",12.17
"615","pH",2003-05-26,2003,"pH","May",7.49
"616","Temperature, water",2003-05-26,2003,"deg C","May",12.09
"617","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.84
"618","pH",2003-05-26,2003,"pH","May",7.49
"619","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.86
"620","Temperature, water",2003-05-26,2003,"deg C","May",12.03
"621","Temperature, water",2003-05-26,2003,"deg C","May",11.94
"622","Dissolved Oxygen",2003-05-26,2003,"mg/L","May",8.89
"623","pH",2003-05-26,2003,"pH","May",7.5
"624","Temperature, water",2003-05-27,2003,"deg C","May",11.88
"625","pH",2003-05-27,2003,"pH","May",7.49
"626","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.92
"627","Temperature, water",2003-05-27,2003,"deg C","May",11.83
"628","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.93
"629","pH",2003-05-27,2003,"pH","May",7.49
"630","pH",2003-05-27,2003,"pH","May",7.5
"631","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.95
"632","Temperature, water",2003-05-27,2003,"deg C","May",11.76
"633","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.99
"634","Temperature, water",2003-05-27,2003,"deg C","May",11.71
"635","pH",2003-05-27,2003,"pH","May",7.5
"636","Temperature, water",2003-05-27,2003,"deg C","May",11.65
"637","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.99
"638","pH",2003-05-27,2003,"pH","May",7.5
"639","pH",2003-05-27,2003,"pH","May",7.5
"640","Temperature, water",2003-05-27,2003,"deg C","May",11.6
"641","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.01
"642","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.03
"643","pH",2003-05-27,2003,"pH","May",7.5
"644","Temperature, water",2003-05-27,2003,"deg C","May",11.55
"645","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.03
"646","Temperature, water",2003-05-27,2003,"deg C","May",11.5
"647","pH",2003-05-27,2003,"pH","May",7.5
"648","pH",2003-05-27,2003,"pH","May",7.5
"649","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.06
"650","Temperature, water",2003-05-27,2003,"deg C","May",11.45
"651","Temperature, water",2003-05-27,2003,"deg C","May",11.42
"652","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.06
"653","pH",2003-05-27,2003,"pH","May",7.5
"654","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.07
"655","pH",2003-05-27,2003,"pH","May",7.5
"656","Temperature, water",2003-05-27,2003,"deg C","May",11.37
"657","Temperature, water",2003-05-27,2003,"deg C","May",11.32
"658","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.09
"659","pH",2003-05-27,2003,"pH","May",7.5
"660","Temperature, water",2003-05-27,2003,"deg C","May",11.27
"661","pH",2003-05-27,2003,"pH","May",7.5
"662","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.11
"663","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.12
"664","Temperature, water",2003-05-27,2003,"deg C","May",11.22
"665","pH",2003-05-27,2003,"pH","May",7.5
"666","pH",2003-05-27,2003,"pH","May",7.5
"667","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.15
"668","Temperature, water",2003-05-27,2003,"deg C","May",11.16
"669","Temperature, water",2003-05-27,2003,"deg C","May",11.11
"670","pH",2003-05-27,2003,"pH","May",7.5
"671","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.15
"672","pH",2003-05-27,2003,"pH","May",7.5
"673","Temperature, water",2003-05-27,2003,"deg C","May",11.04
"674","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.17
"675","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.18
"676","pH",2003-05-27,2003,"pH","May",7.5
"677","Temperature, water",2003-05-27,2003,"deg C","May",10.99
"678","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.2
"679","pH",2003-05-27,2003,"pH","May",7.5
"680","Temperature, water",2003-05-27,2003,"deg C","May",10.93
"681","pH",2003-05-27,2003,"pH","May",7.5
"682","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.23
"683","Temperature, water",2003-05-27,2003,"deg C","May",10.88
"684","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.24
"685","pH",2003-05-27,2003,"pH","May",7.5
"686","Temperature, water",2003-05-27,2003,"deg C","May",10.81
"687","pH",2003-05-27,2003,"pH","May",7.5
"688","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.28
"689","Temperature, water",2003-05-27,2003,"deg C","May",10.74
"690","Temperature, water",2003-05-27,2003,"deg C","May",10.71
"691","pH",2003-05-27,2003,"pH","May",7.51
"692","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.31
"693","Temperature, water",2003-05-27,2003,"deg C","May",10.65
"694","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.35
"695","pH",2003-05-27,2003,"pH","May",7.52
"696","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.41
"697","pH",2003-05-27,2003,"pH","May",7.54
"698","Temperature, water",2003-05-27,2003,"deg C","May",10.6
"699","pH",2003-05-27,2003,"pH","May",7.55
"700","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.47
"701","Temperature, water",2003-05-27,2003,"deg C","May",10.56
"702","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.51
"703","Temperature, water",2003-05-27,2003,"deg C","May",10.53
"704","pH",2003-05-27,2003,"pH","May",7.57
"705","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.57
"706","Temperature, water",2003-05-27,2003,"deg C","May",10.5
"707","pH",2003-05-27,2003,"pH","May",7.6
"708","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.62
"709","pH",2003-05-27,2003,"pH","May",7.62
"710","Temperature, water",2003-05-27,2003,"deg C","May",10.5
"711","pH",2003-05-27,2003,"pH","May",7.64
"712","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.67
"713","Temperature, water",2003-05-27,2003,"deg C","May",10.5
"714","Temperature, water",2003-05-27,2003,"deg C","May",10.53
"715","pH",2003-05-27,2003,"pH","May",7.67
"716","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.71
"717","pH",2003-05-27,2003,"pH","May",7.7
"718","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.75
"719","Temperature, water",2003-05-27,2003,"deg C","May",10.61
"720","pH",2003-05-27,2003,"pH","May",7.73
"721","Temperature, water",2003-05-27,2003,"deg C","May",10.68
"722","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.81
"723","pH",2003-05-27,2003,"pH","May",7.76
"724","Temperature, water",2003-05-27,2003,"deg C","May",10.79
"725","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.83
"726","pH",2003-05-27,2003,"pH","May",7.79
"727","Temperature, water",2003-05-27,2003,"deg C","May",10.93
"728","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.84
"729","pH",2003-05-27,2003,"pH","May",7.83
"730","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.85
"731","Temperature, water",2003-05-27,2003,"deg C","May",11.09
"732","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.86
"733","Temperature, water",2003-05-27,2003,"deg C","May",11.29
"734","pH",2003-05-27,2003,"pH","May",7.87
"735","pH",2003-05-27,2003,"pH","May",7.9
"736","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.87
"737","Temperature, water",2003-05-27,2003,"deg C","May",11.48
"738","pH",2003-05-27,2003,"pH","May",7.94
"739","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.85
"740","Temperature, water",2003-05-27,2003,"deg C","May",11.71
"741","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.84
"742","pH",2003-05-27,2003,"pH","May",7.97
"743","Temperature, water",2003-05-27,2003,"deg C","May",11.94
"744","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.81
"745","pH",2003-05-27,2003,"pH","May",8
"746","Temperature, water",2003-05-27,2003,"deg C","May",12.21
"747","Temperature, water",2003-05-27,2003,"deg C","May",12.49
"748","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.78
"749","pH",2003-05-27,2003,"pH","May",8.03
"750","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.73
"751","pH",2003-05-27,2003,"pH","May",8.06
"752","Temperature, water",2003-05-27,2003,"deg C","May",12.77
"753","pH",2003-05-27,2003,"pH","May",8.08
"754","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.69
"755","Temperature, water",2003-05-27,2003,"deg C","May",13.07
"756","Temperature, water",2003-05-27,2003,"deg C","May",13.38
"757","pH",2003-05-27,2003,"pH","May",8.11
"758","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.63
"759","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.58
"760","Temperature, water",2003-05-27,2003,"deg C","May",13.71
"761","pH",2003-05-27,2003,"pH","May",8.14
"762","pH",2003-05-27,2003,"pH","May",8.16
"763","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.53
"764","Temperature, water",2003-05-27,2003,"deg C","May",14.01
"765","pH",2003-05-27,2003,"pH","May",8.18
"766","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.49
"767","Temperature, water",2003-05-27,2003,"deg C","May",14.32
"768","pH",2003-05-27,2003,"pH","May",8.2
"769","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.43
"770","Temperature, water",2003-05-27,2003,"deg C","May",14.64
"771","pH",2003-05-27,2003,"pH","May",8.22
"772","Temperature, water",2003-05-27,2003,"deg C","May",14.96
"773","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.37
"774","Temperature, water",2003-05-27,2003,"deg C","May",15.27
"775","pH",2003-05-27,2003,"pH","May",8.24
"776","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.32
"777","Temperature, water",2003-05-27,2003,"deg C","May",15.59
"778","pH",2003-05-27,2003,"pH","May",8.26
"779","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.27
"780","pH",2003-05-27,2003,"pH","May",8.27
"781","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.21
"782","Temperature, water",2003-05-27,2003,"deg C","May",15.89
"783","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.14
"784","pH",2003-05-27,2003,"pH","May",8.27
"785","Temperature, water",2003-05-27,2003,"deg C","May",16.2
"786","Temperature, water",2003-05-27,2003,"deg C","May",16.45
"787","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.09
"788","pH",2003-05-27,2003,"pH","May",8.29
"789","Temperature, water",2003-05-27,2003,"deg C","May",16.72
"790","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",9.05
"791","pH",2003-05-27,2003,"pH","May",8.29
"792","Temperature, water",2003-05-27,2003,"deg C","May",16.97
"793","pH",2003-05-27,2003,"pH","May",8.29
"794","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.98
"795","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.92
"796","Temperature, water",2003-05-27,2003,"deg C","May",17.21
"797","pH",2003-05-27,2003,"pH","May",8.29
"798","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.87
"799","pH",2003-05-27,2003,"pH","May",8.29
"800","Temperature, water",2003-05-27,2003,"deg C","May",17.43
"801","Temperature, water",2003-05-27,2003,"deg C","May",17.63
"802","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.83
"803","pH",2003-05-27,2003,"pH","May",8.27
"804","pH",2003-05-27,2003,"pH","May",8.27
"805","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.78
"806","Temperature, water",2003-05-27,2003,"deg C","May",17.8
"807","pH",2003-05-27,2003,"pH","May",8.27
"808","Temperature, water",2003-05-27,2003,"deg C","May",17.96
"809","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.73
"810","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.71
"811","pH",2003-05-27,2003,"pH","May",8.26
"812","Temperature, water",2003-05-27,2003,"deg C","May",18.08
"813","Temperature, water",2003-05-27,2003,"deg C","May",18.18
"814","pH",2003-05-27,2003,"pH","May",8.25
"815","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.67
"816","Temperature, water",2003-05-27,2003,"deg C","May",18.21
"817","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.66
"818","pH",2003-05-27,2003,"pH","May",8.24
"819","Temperature, water",2003-05-27,2003,"deg C","May",18.23
"820","pH",2003-05-27,2003,"pH","May",8.22
"821","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.63
"822","Temperature, water",2003-05-27,2003,"deg C","May",18.26
"823","pH",2003-05-27,2003,"pH","May",8.21
"824","Dissolved Oxygen",2003-05-27,2003,"mg/L","May",8.62
"825","Temperature, water",2003-05-27,2003,"deg C","May",18.19
