"","applied_amount","measurement_unit","applied_date","applied_year","practice_code","practice_name","program","land_use","land_unit_id","land_unit_acres","huc12","affiliate_type","land_unit_has_multiple_instances_of_same_practice_code","land_unit_has_multiple_instances_of_same_practice_code_applied_the_same_year","duplicates_id_yr_code","duplicates_id_yr_code_amt","flagged_for_removal"
"132",6.9,"Ac",2013-04-25,2013,"490","Tree/Shrub Site Preparation","EQIP","Forest","{04EB34FC-C520-40B0-9256-05AD7F7CE564}",6.9,"170701020302","NRCS","no","no",1,1,0
"133",6.9,"Ac",2013-04-24,2013,"612","Tree/Shrub Establishment","EQIP","Forest","{04EB34FC-C520-40B0-9256-05AD7F7CE564}",6.9,"170701020302","NRCS","no","no",1,1,0
"134",41.1,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{0502CEC9-F95B-45F2-B523-0E46B2AD15F8}",41.1,"170701020601","NRCS","yes","no",1,1,0
"135",41.1,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{0502CEC9-F95B-45F2-B523-0E46B2AD15F8}",41.1,"170701020601","NRCS","yes","no",1,1,0
"136",3,"Ac",2014-01-01,2014,"384","Woody Residue Treatment","CTA-GENRL","Forest","{0504E562-6558-4668-AC5C-684CE082EAD9}",3,"170701020303","NRCS","no","no",1,1,0
"137",3,"Ac",2014-01-01,2014,"666","Forest Stand Improvement","CTA-GENRL","Forest","{0504E562-6558-4668-AC5C-684CE082EAD9}",3,"170701020303","NRCS","no","no",1,1,0
"138",15.9,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Associated Ag Land","{056F1205-BB12-43B2-AC43-B95C51147F4F}",15.9,"170601070607","NRCS","yes","no",1,1,0
"139",15.9,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Associated Ag Land","{056F1205-BB12-43B2-AC43-B95C51147F4F}",15.9,"170601070607","NRCS","yes","no",1,1,0
"140",15.9,"Ac",2008-10-30,2009,"472","Access Control","CRP","Associated Ag Land","{056F1205-BB12-43B2-AC43-B95C51147F4F}",15.9,"170601070607","NRCS","no","no",1,1,0
"141",15.9,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Associated Ag Land","{056F1205-BB12-43B2-AC43-B95C51147F4F}",15.9,"170601070607","NRCS","no","no",1,1,0
"142",345.7,"Ac",2014-04-16,2014,"327","Conservation Cover","CRP","Crop","{05819C8E-7198-4DCE-A232-F13E89FF7426}",345.7,"170601100101","NRCS","yes","no",1,1,0
"143",345.7,"Ac",2017-02-02,2017,"327","Conservation Cover","CRP","Crop","{05819C8E-7198-4DCE-A232-F13E89FF7426}",345.7,"170601100101","NRCS","yes","no",1,1,0
"144",345.7,"Ac",2012-10-30,2013,"472","Access Control","CRP","Crop","{05819C8E-7198-4DCE-A232-F13E89FF7426}",345.7,"170601100101","NRCS","no","no",1,1,0
"145",345.7,"Ac",2012-10-30,2013,"645","Upland Wildlife Habitat Management","CRP","Crop","{05819C8E-7198-4DCE-A232-F13E89FF7426}",345.7,"170601100101","NRCS","no","no",1,1,0
"146",59.5,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Crop","{05ADA127-D874-4EBE-A6B9-FDE44CCDD61C}",59.5,"170601070504","NRCS","yes","no",1,1,0
"147",59.5,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{05ADA127-D874-4EBE-A6B9-FDE44CCDD61C}",59.5,"170601070504","NRCS","yes","no",1,1,0
"148",59.5,"Ac",2008-10-30,2009,"472","Access Control","CRP","Crop","{05ADA127-D874-4EBE-A6B9-FDE44CCDD61C}",59.5,"170601070504","NRCS","no","no",1,1,0
"149",59.5,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Crop","{05ADA127-D874-4EBE-A6B9-FDE44CCDD61C}",59.5,"170601070504","NRCS","no","no",1,1,0
"150",579.2,"Ac",2007-07-16,2007,"472","Access Control","EQIP","Range","{05B337F1-A40E-4CDF-B10C-4C4BF368F66C}",579.2,"170601100101","NRCS","no","no",1,1,0
"151",14.5,"Ac",2006-08-31,2006,"327","Conservation Cover","CRP","Crop","{05EF5005-DD19-474A-8688-8D050E3054D3}",14.5,"170701020501","NRCS","yes","yes",1,1,0
"152",14.5,"Ac",2006-08-31,2006,"472","Access Control","CRP","Crop","{05EF5005-DD19-474A-8688-8D050E3054D3}",14.5,"170701020501","NRCS","no","no",1,1,0
"153",14.5,"Ac",2006-08-31,2006,"595","Pest Management Conservation System","CRP","Crop","{05EF5005-DD19-474A-8688-8D050E3054D3}",14.5,"170701020501","NRCS","no","no",1,1,0
"154",14.5,"Ac",2006-08-31,2006,"645","Upland Wildlife Habitat Management","CRP","Crop","{05EF5005-DD19-474A-8688-8D050E3054D3}",14.5,"170701020501","NRCS","no","no",1,1,0
"155",81.7,"Ac",2010-11-05,2011,"328","Conservation Crop Rotation","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","no","no",1,1,0
"156",81.7,"Ac",2010-12-22,2011,"329","Residue and Tillage Management, No Till","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","yes",1,1,0
"157",81.7,"Ac",2012-09-26,2012,"329","Residue and Tillage Management, No Till","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","no",1,1,0
"158",81.7,"Ac",2011-09-28,2011,"590","Nutrient Management","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","yes",1,1,0
"159",81.7,"Ac",2012-12-03,2013,"590","Nutrient Management","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","no",1,1,0
"160",81.7,"Ac",2010-07-22,2010,"595","Pest Management Conservation System","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","no",1,1,0
"161",81.7,"Ac",2011-09-28,2011,"595","Pest Management Conservation System","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","no",1,1,0
"162",81.7,"Ac",2012-12-03,2013,"595","Pest Management Conservation System","EQIP","Crop","{05F01BB0-08A8-48C4-9C6B-33DD1CCF46CC}",81.7,"170701020405","NRCS","yes","no",1,1,0
"163",6.6,"Ac",2010-05-19,2010,"329","Residue and Tillage Management, No Till","CTA-GENRL","Crop","{0610F3D4-7099-4EAB-BDFB-DC754221AA7A}",6.6,"170701020401","NRCS","no","no",1,1,0
"164",161.6,"Ac",2023-09-29,2023,"595","Pest Management Conservation System","CStwP","Crop","{0642CCC2-DA7B-4B11-B775-74A78263650D}",161.6,"170601070808","NRCS","no","no",1,1,0
"165",19.8,"Ac",2017-01-24,2017,"327","Conservation Cover","CRP","Associated Ag Land","{064EBCD8-14D8-4F1C-B442-0B73D217C0DB}",19.82,"170601070607","NRCS","no","no",1,1,0
"166",19.8,"Ac",2013-10-30,2014,"472","Access Control","CRP","Associated Ag Land","{064EBCD8-14D8-4F1C-B442-0B73D217C0DB}",19.82,"170601070607","NRCS","no","no",1,1,0
"167",66,"Ac",2020-09-28,2020,"327","Conservation Cover","CTA-GENRL","Crop","{067F97AB-3D81-427E-8A4B-31D0B96E97E8}",66,"170601070505","NRCS","yes","yes",1,1,0
"168",66,"Ac",2023-09-29,2023,"327","Conservation Cover","CTA-GENRL","Crop","{067F97AB-3D81-427E-8A4B-31D0B96E97E8}",66,"170601070505","NRCS","yes","yes",1,1,0
"169",66,"Ac",2020-09-28,2020,"472","Access Control","CTA-GENRL","Crop","{067F97AB-3D81-427E-8A4B-31D0B96E97E8}",66,"170601070505","NRCS","yes","yes",1,1,0
"170",66,"Ac",2023-09-29,2023,"472","Access Control","CTA-GENRL","Crop","{067F97AB-3D81-427E-8A4B-31D0B96E97E8}",66,"170601070505","NRCS","yes","yes",1,1,0
"171",65.7,"Ac",2011-05-13,2011,"590","Nutrient Management","EQIP","Crop","{0692A6D6-932E-4F44-9AE7-BF1977F222DA}",65.7,"170701020503","NRCS","yes","yes",1,1,0
"172",65.7,"Ac",2011-05-13,2011,"595","Pest Management Conservation System","EQIP","Crop","{0692A6D6-932E-4F44-9AE7-BF1977F222DA}",65.7,"170701020503","NRCS","yes","yes",1,1,0
"173",1,"Ac",2013-09-25,2013,"328","Conservation Crop Rotation","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","no","no",1,1,0
"174",1,"Ac",2013-09-25,2013,"645","Upland Wildlife Habitat Management","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","no","no",1,1,0
"175",288,"Ac",2010-09-19,2010,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"176",288,"Ac",2012-09-21,2012,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"177",288,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"178",288,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"179",288,"Ac",2015-09-20,2015,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"180",288,"Ac",2010-09-19,2010,"SOE01","Continuous no till with high residue","CStwP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"181",288,"Ac",2012-09-21,2012,"SOE01","Continuous no till with high residue","CStwP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"182",288,"Ac",2013-09-25,2013,"SOE01","Continuous no till with high residue","CStwP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"183",288,"Ac",2014-08-26,2014,"SOE01","Continuous no till with high residue","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"184",288,"Ac",2015-09-20,2015,"SOE01","Continuous no till with high residue","CSP","Crop","{06DB2699-9DFC-4B4A-8C0C-A7A1AB761EF2}",288,"170701020503","NRCS","yes","no",1,1,0
"185",2850,"Ft",2005-04-01,2005,"382","Fence","EQIP","Range","{06DDC362-8A9C-4529-9EBC-08832362DB1D}",191.3,"170601070806","NRCS","yes","no",1,1,0
"186",2500,"Ft",2006-02-16,2006,"382","Fence","CTA-GENRL","Range","{06DDC362-8A9C-4529-9EBC-08832362DB1D}",191.3,"170601070806","NRCS","yes","no",1,1,0
"187",171,"Ft",2010-04-20,2010,"516","Livestock Pipeline","EQIP","Range","{06DDC362-8A9C-4529-9EBC-08832362DB1D}",191.3,"170601070806","NRCS","no","no",1,1,0
"188",191,"Ac",2006-12-05,2007,"528","Prescribed Grazing","CTA-GENRL","Range","{06DDC362-8A9C-4529-9EBC-08832362DB1D}",191.3,"170601070806","NRCS","no","no",1,1,0
"189",1,"No",2010-04-20,2010,"614","Watering Facility","EQIP","Range","{06DDC362-8A9C-4529-9EBC-08832362DB1D}",191.3,"170601070806","NRCS","no","no",1,1,0
"190",0.8,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{0724EE67-C48A-4581-8A25-43EA911BA7AF}",0.8,"170701020401","NRCS","yes","no",1,1,0
"191",0.8,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{0724EE67-C48A-4581-8A25-43EA911BA7AF}",0.8,"170701020401","NRCS","yes","no",1,1,0
"192",0.8,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{0724EE67-C48A-4581-8A25-43EA911BA7AF}",0.8,"170701020401","NRCS","no","no",1,1,0
"193",0.8,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{0724EE67-C48A-4581-8A25-43EA911BA7AF}",0.8,"170701020401","NRCS","no","no",1,1,0
"194",0.3,"Ac",2006-09-22,2006,"391","Riparian Forest Buffer","CRP","Other Rural Land","{07466897-2EC9-4E9C-A3BC-3B58E6C03098}",0.3,"170701020307","NRCS","no","no",1,1,0
"195",0.3,"Ac",2006-09-22,2006,"472","Access Control","CRP","Other Rural Land","{07466897-2EC9-4E9C-A3BC-3B58E6C03098}",0.3,"170701020307","NRCS","no","no",1,1,0
"196",0.3,"Ac",2005-10-30,2006,"595","Pest Management Conservation System","CRP","Other Rural Land","{07466897-2EC9-4E9C-A3BC-3B58E6C03098}",0.3,"170701020307","NRCS","no","no",1,1,0
"197",1,"Ac",2006-09-22,2006,"612","Tree/Shrub Establishment","CRP","Other Rural Land","{07466897-2EC9-4E9C-A3BC-3B58E6C03098}",0.3,"170701020307","NRCS","no","no",1,1,0
"198",0.3,"Ac",2006-09-22,2006,"645","Upland Wildlife Habitat Management","CRP","Other Rural Land","{07466897-2EC9-4E9C-A3BC-3B58E6C03098}",0.3,"170701020307","NRCS","no","no",1,1,0
"199",23,"Ac",2012-10-30,2013,"327","Conservation Cover","CRP","Crop","{0772727E-A78F-4BE5-9632-CBBA7C2DA937}",23,"170701020304","NRCS","yes","no",1,1,0
"200",23,"Ac",2017-01-24,2017,"327","Conservation Cover","CRP","Crop","{0772727E-A78F-4BE5-9632-CBBA7C2DA937}",23,"170701020304","NRCS","yes","no",1,1,0
"201",23,"Ac",2022-07-05,2022,"327","Conservation Cover","CTA-GENRL","Crop","{0772727E-A78F-4BE5-9632-CBBA7C2DA937}",23,"170701020304","NRCS","yes","yes",1,1,0
"202",23,"Ac",2012-10-30,2013,"472","Access Control","CRP","Crop","{0772727E-A78F-4BE5-9632-CBBA7C2DA937}",23,"170701020304","NRCS","yes","no",1,1,0
"203",23,"Ac",2022-07-05,2022,"472","Access Control","CTA-GENRL","Crop","{0772727E-A78F-4BE5-9632-CBBA7C2DA937}",23,"170701020304","NRCS","yes","yes",1,1,0
"204",23,"Ac",2012-10-30,2013,"645","Upland Wildlife Habitat Management","CRP","Crop","{0772727E-A78F-4BE5-9632-CBBA7C2DA937}",23,"170701020304","NRCS","no","no",1,1,0
"205",9.9,"Ac",2012-10-22,2013,"327","Conservation Cover","CRP","Crop","{077D01C2-D923-4FE0-A326-4E60B9B59D0A}",9.9,"170601070504","NRCS","yes","yes",1,1,0
"206",9.9,"Ac",2022-07-05,2022,"327","Conservation Cover","CTA-GENRL","Crop","{077D01C2-D923-4FE0-A326-4E60B9B59D0A}",9.9,"170601070504","NRCS","yes","yes",1,1,0
"207",9.9,"Ac",2012-10-22,2013,"472","Access Control","CRP","Crop","{077D01C2-D923-4FE0-A326-4E60B9B59D0A}",9.9,"170601070504","NRCS","yes","no",1,1,0
"208",9.9,"Ac",2022-07-05,2022,"472","Access Control","CTA-GENRL","Crop","{077D01C2-D923-4FE0-A326-4E60B9B59D0A}",9.9,"170601070504","NRCS","yes","yes",1,1,0
"209",3.2,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{078D1386-D42B-4A82-88E2-0054D4124925}",3.2,"170701020503","NRCS","yes","yes",1,1,0
"210",3.2,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{078D1386-D42B-4A82-88E2-0054D4124925}",3.2,"170701020503","NRCS","no","no",1,1,0
"211",3,"Ac",2006-08-31,2006,"327","Conservation Cover","CRP","Crop","{07A294F3-4EA5-4C3F-A73F-51C1B1651381}",3,"170601070608","NRCS","yes","yes",1,1,0
"212",3,"Ac",2006-08-31,2006,"472","Access Control","CRP","Crop","{07A294F3-4EA5-4C3F-A73F-51C1B1651381}",3,"170601070608","NRCS","no","no",1,1,0
"213",3,"Ac",2006-08-31,2006,"595","Pest Management Conservation System","CRP","Crop","{07A294F3-4EA5-4C3F-A73F-51C1B1651381}",3,"170601070608","NRCS","no","no",1,1,0
"214",3,"Ac",2006-08-31,2006,"645","Upland Wildlife Habitat Management","CRP","Crop","{07A294F3-4EA5-4C3F-A73F-51C1B1651381}",3,"170601070608","NRCS","no","no",1,1,0
"215",1,"No",2013-10-30,2014,"614","Watering Facility","CTA-GENRL","Crop","{07CA5383-9A25-427E-BA78-EC3F75E4F526}",49.2,"170601070605","NRCS","no","no",1,1,0
"216",67.5,"Ac",2017-02-01,2017,"327","Conservation Cover","CRP","Crop","{07E4B524-3763-41D4-A9ED-674AB5B93BEA}",67.5,"170701020401","NRCS","yes","yes",1,1,0
"217",67.5,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{07E4B524-3763-41D4-A9ED-674AB5B93BEA}",67.5,"170701020401","NRCS","no","no",1,1,0
"218",67.5,"Ac",2017-02-01,2017,"490","Tree/Shrub Site Preparation","CRP","Crop","{07E4B524-3763-41D4-A9ED-674AB5B93BEA}",67.5,"170701020401","NRCS","no","no",1,1,0
"219",67.5,"Ac",2017-02-01,2017,"612","Tree/Shrub Establishment","CRP","Crop","{07E4B524-3763-41D4-A9ED-674AB5B93BEA}",67.5,"170701020401","NRCS","no","no",1,1,0
"220",12.4,"Ac",2011-09-21,2011,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Associated Ag Land","{07EBCB3F-7153-44A1-92D3-533E8386A75C}",12.69,"170701020308","NRCS","no","no",1,1,0
"221",10.2,"Ac",2017-02-03,2017,"327","Conservation Cover","CTA-GENRL","Crop","{0825EBC0-193C-452A-9D90-9BB628AA923C}",10.2,"170601070607","NRCS","yes","yes",1,1,0
"222",10.2,"Ac",2016-10-30,2017,"472","Access Control","CTA-GENRL","Crop","{0825EBC0-193C-452A-9D90-9BB628AA923C}",10.2,"170601070607","NRCS","no","no",1,1,0
"223",1,"Ac",2017-02-03,2017,"327","Conservation Cover","CTA-GENRL","Crop","{08394FBD-53DC-4A8E-B736-826974C652F0}",1,"170601070607","NRCS","yes","yes",1,1,0
"224",1,"Ac",2016-10-30,2017,"472","Access Control","CTA-GENRL","Crop","{08394FBD-53DC-4A8E-B736-826974C652F0}",1,"170601070607","NRCS","no","no",1,1,0
"225",54.2,"Ac",2020-09-30,2020,"345","Residue and Tillage Management, Reduced Till","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"226",54.2,"Ac",2021-09-30,2021,"345","Residue and Tillage Management, Reduced Till","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"227",54.2,"Ac",2022-09-30,2022,"345","Residue and Tillage Management, Reduced Till","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"228",54.2,"Ac",2023-09-30,2023,"345","Residue and Tillage Management, Reduced Till","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"229",54.2,"Ac",2020-09-30,2020,"E590119X","Reduce risks of nutrient losses to ground water by utilizing precision agriculture technologies to p","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"230",54.2,"Ac",2021-09-30,2021,"E590119X","Reduce risks of nutrient losses to ground water by utilizing precision agriculture technologies to p","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"231",54.2,"Ac",2022-09-30,2022,"E590119X","Reduce risks of nutrient losses to ground water by utilizing precision agriculture technologies to p","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"232",54.2,"Ac",2023-09-30,2023,"E590119X","Reduce risks of nutrient losses to ground water by utilizing precision agriculture technologies to p","CStwP","Crop","{0869F20E-657E-49EC-A7B7-5E8E7C4E7320}",54.2,"170701020308","Other source","yes","no",1,1,0
"233",81.1,"Ac",2024-02-20,2024,"327","Conservation Cover","CRP","Crop","{088000AD-CB2B-4308-9F36-03A02213BAF3}",81.11,"170601100101","NRCS","no","no",1,1,0
"234",81.1,"Ac",2024-02-20,2024,"472","Access Control","CRP","Crop","{088000AD-CB2B-4308-9F36-03A02213BAF3}",81.11,"170601100101","NRCS","no","no",1,1,0
"235",105.2,"Ac",2023-09-28,2023,"328","Conservation Crop Rotation","CTA-GENRL","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","yes",1,1,0
"236",105.2,"Ac",2020-09-21,2020,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"237",105.2,"Ac",2021-09-09,2021,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"238",105.2,"Ac",2022-09-19,2022,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"239",105.2,"Ac",2023-08-21,2023,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"240",105.2,"Ac",2020-09-21,2020,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"241",105.2,"Ac",2021-09-09,2021,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"242",105.2,"Ac",2022-09-19,2022,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"243",105.2,"Ac",2023-08-21,2023,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"244",105.2,"Ac",2020-09-21,2020,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"245",105.2,"Ac",2021-09-09,2021,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"246",105.2,"Ac",2022-09-19,2022,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
"247",105.2,"Ac",2023-08-21,2023,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{08C2CE5C-A531-4056-87C5-AD50D98E7BC1}",105.2,"170601070806","NRCS","yes","no",1,1,0
